Dipole,Dist-mm,Residual-Variance,
2418,8.304671,0.007975,
2419,5.372642,0.008974,
2420,1.290417,0.00451,
2421,12.39775,0.003428,
2422,9.562252,0.003127,
2423,9.319256,0.003554,
2424,10.13544,0.003626,
2425,13.74132,0.003355,
2426,14.51412,0.003483,
2427,17.03464,0.002034,
2428,14.56201,0.00269,
2429,4.520902,0.006234,
2430,9.784073,0.003498,
2431,12.99279,0.004149,
2432,13.15278,0.004762,
2433,6.655249,0.00262,
2434,15.60933,0.003123,
2435,7.236512,0.001889,
2436,9.146435,0.006738,
2437,11.05962,0.003263,
2438,16.40782,0.002232,
2439,12.5311,0.003534,
2440,7.122966,0.003321,
2441,9.744894,0.004207,
2442,13.56254,0.004962,
2443,14.033,0.003299,
2444,1.238382,0.019373,
2445,13.13523,0.001765,
2446,8.586887,0.005512,
2447,7.667284,0.003119,
2448,14.36012,0.005959,
2449,9.883047,0.002505,
2450,15.4242,0.00392,
2451,15.89141,0.003154,
2452,4.616442,0.006465,
2453,10.13883,0.004315,
2454,7.572695,0.003638,
2455,14.8812,0.004105,
2456,10.92106,0.003526,
2457,9.251738,0.005709,
2458,13.27138,0.005481,
2459,10.47038,0.002324,
2460,6.167298,0.006367,
2461,10.1757,0.004256,
2462,13.71926,0.003557,
2463,12.10855,0.004067,
2464,24.4292,0.003195,
2465,9.712413,0.008032,
2466,18.97099,0.006846,
2467,14.28486,0.003652,
2468,13.28402,0.011694,
2469,8.28827,0.005173,
2470,12.79667,0.003263,
2471,17.54365,0.004583,
2472,11.50451,0.003184,
2473,12.64333,0.003663,
2474,3.908077,0.015187,
2475,8.563191,0.0042,
2476,11.89263,0.004062,
2477,11.1005,0.011147,
2478,4.956059,0.00234,
2479,15.02955,0.005488,
2480,9.226908,0.003641,
2481,12.08179,0.00487,
2482,15.50927,0.002118,
2483,9.088494,0.001639,
2484,3.214542,0.034436,
2485,4.871557,0.00418,
2486,14.20493,0.002313,
2487,7.078389,0.004781,
2488,8.586426,0.004438,
2489,3.147777,0.003912,
2490,3.708889,0.005058,
2491,13.2038,0.006489,
2492,10.4677,0.004103,
2493,16.79924,0.003535,
2494,10.95254,0.002754,
2495,15.29859,0.00181,
2496,6.524013,0.005603,
2497,14.33401,0.004139,
2498,7.610927,0.00385,
2499,8.310154,0.005233,
2500,11.20976,0.002121,
2501,9.274787,0.015509,
2502,10.63907,0.003683,
2503,10.00273,0.00662,
2504,6.669641,0.004827,
2505,12.15116,0.004083,
2506,13.89513,0.003848,
2507,7.266558,0.005468,
2508,10.2842,0.00734,
2509,16.24021,0.002351,
2510,9.294514,0.005124,
2511,7.969201,0.003242,
2512,13.74253,0.00366,
2513,11.64369,0.007029,
2514,10.08737,0.003523,
2515,11.3458,0.004052,
2516,15.00239,0.00696,
2517,7.806791,0.004897,
2518,17.22284,0.003478,
2519,11.35065,0.007405,
2520,14.11318,0.002119,
2521,2.867788,0.006018,
2522,10.89596,0.002275,
2523,5.522804,0.002271,
2524,1.968806,0.001826,
2525,8.844433,0.00565,
2526,3.783984,0.005788,
2527,1.021104,0.028246,
2528,8.001116,0.002803,
2529,3.388188,0.014621,
2530,4.375974,0.002496,
2531,9.441852,0.002987,
2532,4.367688,0.0027,
2533,9.337621,0.002671,
2534,9.93682,0.002688,
2535,17.70216,0.009055,
2536,0.881893,0.00828,
2537,6.204349,0.004517,
2538,17.82579,0.004485,
2539,14.3591,0.002767,
2540,13.41712,0.003567,
2541,7.099214,0.004704,
2542,14.43262,0.004272,
2543,5.884451,0.005559,
2544,13.83123,0.004843,
2545,9.683957,0.003187,
2546,15.22057,0.007336,
2547,12.16472,0.004088,
2548,14.42309,0.003765,
2549,17.14169,0.00607,
2550,11.51708,0.002833,
2551,12.62898,0.005561,
2552,7.983582,0.002513,
2553,17.71932,0.005101,
2554,8.587402,0.004229,
2555,13.27933,0.002209,
2556,13.79882,0.005491,
2557,9.705576,0.00267,
2558,62.28889,0.007571,
2559,10.42987,0.001345,
2560,14.82334,0.002656,
2561,18.36338,0.005896,
2562,2.701478,0.003572,
2563,14.04624,0.003448,
2564,2.556689,0.007419,
2565,9.35839,0.00392,
2566,29.15273,0.007796,
2567,11.67919,0.007153,
2568,12.3458,0.004043,
2569,6.275536,0.008453,
2570,10.76965,0.004497,
2571,11.3337,0.003117,
2572,9.77037,0.003935,
2573,13.26533,0.002679,
2574,8.452962,0.004293,
2575,11.08067,0.00512,
2576,11.5978,0.008434,
2577,11.02834,0.00475,
2578,10.72717,0.005661,
2579,35.27395,0.018203,
2580,12.14357,0.00275,
2581,17.4171,0.002392,
2582,7.495055,0.006683,
2583,13.72205,0.00442,
2584,14.44066,0.005308,
2585,8.20455,0.005489,
2586,6.586568,0.001859,
2587,9.609708,0.004792,
2588,12.16773,0.002491,
2589,2.981441,0.007289,
2590,11.99654,0.003655,
2591,8.436805,0.003596,
2592,12.1398,0.002124,
2593,13.91603,0.004584,
2594,12.97421,0.00382,
2595,6.505796,0.003104,
2596,7.400764,0.006643,
2597,8.822532,0.002794,
2598,8.331827,0.004662,
2599,17.32324,0.003246,
2600,10.02134,0.003541,
2601,14.76581,0.004666,
2602,9.293458,0.005714,
2603,13.50441,0.003327,
2604,10.62354,0.002891,
2605,5.625402,0.002511,
2606,14.06428,0.007753,
2607,11.56465,0.002506,
2608,5.587643,0.007812,
2609,5.63459,0.004188,
2610,13.3511,0.001084,
2611,7.60452,0.004634,
2612,9.547096,0.005046,
2613,13.77759,0.003922,
2614,1.507749,0.008093,
2615,12.42839,0.005673,
2616,2.15855,0.006377,
2617,5.087487,0.005359,
2618,14.73176,0.002657,
2619,11.1655,0.001879,
2620,11.57147,0.00545,
2621,9.979002,0.003895,
2622,11.54271,0.004905,
2623,9.696747,0.003095,
2624,12.28755,0.004519,
2625,12.22628,0.004222,
2626,5.156557,0.004416,
2627,9.429396,0.005735,
2628,8.915243,0.001335,
2629,13.44058,0.003999,
2630,11.10657,0.007153,
2631,10.04701,0.003937,
2632,14.52389,0.008088,
2633,21.78694,0.010195,
2634,9.492072,0.004595,
2635,5.91819,0.004646,
2636,6.64335,0.005437,
2637,9.324921,0.003782,
2638,17.98102,0.00382,
2639,14.04678,0.030329,
2640,16.71289,0.002905,
2641,12.02999,0.003727,
2642,9.413308,0.01202,
2643,6.047766,0.001208,
2644,10.12629,0.004359,
2645,8.814673,0.001292,
2646,15.5703,0.003902,
2647,7.107935,0.004208,
2648,9.972616,0.00592,
2649,10.14942,0.003557,
2650,10.23857,0.003993,
2651,15.90622,0.002016,
2652,15.97999,0.004087,
2653,7.606715,0.002467,
2654,4.444079,0.004368,
2655,16.11238,0.004263,
2656,11.06855,0.008072,
2657,3.976312,0.004417,
2658,19.46813,0.003402,
2659,5.625268,0.007187,
2660,73.29106,0.009682,
2661,9.092814,0.002106,
2662,14.79066,0.003536,
2663,13.1296,0.004042,
2664,13.12945,0.007855,
2665,1.63847,0.014274,
2666,7.286448,0.002039,
2667,13.35961,0.003296,
2668,9.346878,0.003599,
2669,9.246414,0.005498,
2670,114.1685,0.008282,
2671,7.535314,0.003531,
2672,12.53899,0.003818,
2673,1.945461,0.004089,
2674,13.55842,0.005665,
2675,14.30183,0.002373,
2676,3.902875,0.005987,
2677,14.78903,0.005272,
2678,8.266278,0.002476,
2679,11.76552,0.003105,
2680,17.16484,0.003133,
2681,3.245211,0.003451,
2682,12.23457,0.005722,
2683,5.430007,0.004738,
2684,10.69739,0.002553,
2685,16.33002,0.002558,
2686,13.4193,0.003327,
2687,9.27905,0.003388,
2688,15.63138,0.0029,
2689,9.259685,0.002742,
2690,10.51139,0.005287,
2691,14.87693,0.004117,
2692,14.30614,0.004221,
2693,12.04606,0.003247,
2694,13.26836,0.004018,
2695,17.07834,0.003551,
2696,7.981704,0.004198,
2697,5.542624,0.00313,
2698,18.90626,0.005862,
2699,9.754994,0.002938,
2700,17.00134,0.004419,
2701,10.44788,0.001432,
2702,0.981802,0.04866,
2703,14.82822,0.012305,
2704,7.974951,0.004546,
2705,13.89745,0.003756,
2706,10.03832,0.002721,
2707,4.271633,0.007742,
2708,14.12373,0.002263,
2709,9.199425,0.001002,
2710,9.313215,0.008065,
2711,8.933396,0.004179,
2712,9.136185,0.002907,
2713,8.056686,0.004075,
2714,3.460966,0.005297,
2715,12.17624,0.005098,
2716,15.8901,0.004322,
2717,8.570842,0.001984,
2718,11.68116,0.00241,
2719,10.97778,0.002608,
2720,12.87414,0.005916,
2721,11.35902,0.003673,
2722,14.04014,0.002018,
2723,6.930519,0.004112,
2724,7.265895,0.00458,
2725,11.66901,0.014421,
2726,10.80166,0.007879,
2727,8.801027,0.003947,
2728,7.800851,0.002577,
2729,4.345509,0.002964,
2730,9.770401,0.00233,
2731,6.529563,0.002247,
2732,9.786937,0.004291,
2733,8.240137,0.003286,
2734,12.36566,0.002393,
2735,8.679268,0.003067,
2736,1.127857,0.006894,
2737,9.660663,0.004945,
2738,10.86215,0.003462,
2739,15.15205,0.005489,
2740,10.17913,0.002987,
2741,15.93353,0.003616,
2742,14.2947,0.004165,
2743,18.6238,0.004202,
2744,5.068375,0.007191,
2745,7.267991,0.003859,
2746,5.883665,0.004772,
2747,9.128557,0.004055,
2748,19.54559,0.00397,
2749,12.87401,0.005055,
2750,10.0572,0.004199,
2751,9.467196,0.013957,
2752,2.813222,0.009525,
2753,1.360637,0.04391,
2754,11.65101,0.00346,
2755,13.81162,0.003769,
2756,10.57406,0.003488,
2757,13.97149,0.004481,
2758,2.687751,0.004486,
2759,7.427238,0.002594,
2760,8.377073,0.012809,
2761,6.050154,0.001993,
2762,100.5605,0.010842,
2763,72.49878,0.011221,
2764,8.55412,0.003782,
2765,8.563322,0.003369,
2766,15.45348,0.004794,
2767,15.86972,0.003445,
2768,10.27513,0.004553,
2769,7.574,0.006818,
2770,16.70842,0.0044,
2771,8.853627,0.006717,
2772,14.67059,0.002711,
2773,7.086501,0.006015,
2774,11.80673,0.006042,
2775,12.05807,0.005364,
2776,12.23824,0.001222,
2777,16.89617,0.002524,
2778,13.06329,0.007069,
2779,19.51297,0.001988,
2780,5.875334,0.002,
2781,4.642493,0.003865,
2782,14.94738,0.004067,
2783,10.29147,0.003958,
2784,13.20225,0.004558,
2785,7.349927,0.002345,
2786,6.441998,0.005776,
2787,12.63802,0.002702,
2788,15.60014,0.002757,
2789,16.3257,0.004238,
2790,47.93566,0.008555,
2791,9.527859,0.001762,
2792,9.521249,0.002584,
2793,6.994562,0.003332,
2794,16.43195,0.003683,
2795,19.68343,0.003054,
2796,5.727356,0.00397,
2797,14.32042,0.003332,
2798,14.35287,0.003579,
2799,9.939933,0.005076,
2800,15.91751,0.00285,
2801,10.26596,0.005661,
2802,16.98912,0.003053,
2803,13.205,0.002772,
2804,13.24282,0.002823,
2805,7.449449,0.011484,
2806,11.11563,0.003344,
2807,9.363547,0.002771,
2808,10.55078,0.004033,
2809,10.42232,0.002432,
2810,6.733502,0.002467,
2811,11.53297,0.003099,
2812,15.01852,0.003584,
2813,8.883196,0.005881,
2814,13.56971,0.002824,
2815,12.69171,0.001528,
2816,16.09935,0.006339,
2817,15.72387,0.004112,
2818,12.20026,0.004522,
2819,6.164196,0.003777,
2820,6.635433,0.003295,
2821,14.04449,0.003744,
2822,12.31397,0.003781,
2823,8.869877,0.00272,
2824,8.881753,0.001147,
2825,12.88722,0.003342,
2826,2.548236,0.005791,
2827,12.86502,0.003312,
2828,13.14496,0.002977,
2829,3.763429,0.003957,
2830,9.05697,0.003443,
2831,14.35308,0.003443,
2832,2.341002,0.010871,
2833,7.696318,0.004288,
2834,11.9353,0.003524,
2835,11.98589,0.003947,
2836,13.77873,0.004622,
2837,18.3395,0.004437,
2838,10.08344,0.001647,
2839,14.10695,0.006188,
2840,9.754696,0.023314,
2841,10.82355,0.005171,
2842,13.34116,0.005629,
2843,12.89933,0.003205,
2844,7.940399,0.00504,
2845,8.222532,0.00291,
2846,4.168333,0.004218,
2847,6.202196,0.004071,
2848,4.242748,0.007152,
2849,14.38655,0.005855,
2850,12.65621,0.00356,
2851,4.745324,0.006587,
2852,13.51881,0.003683,
2853,6.65316,0.005764,
2854,9.473322,0.001323,
2855,12.3243,0.003732,
2856,7.433962,0.005122,
2857,12.33175,0.004715,
2858,12.1708,0.006329,
2859,10.23763,0.005291,
2860,5.87763,0.008449,
2861,15.50398,0.009938,
2862,6.537014,0.004597,
2863,13.93588,0.004414,
2864,13.29331,0.005803,
2865,12.81909,0.005691,
2866,14.07732,0.003899,
2867,12.12759,0.004624,
2868,6.549776,0.005689,
2869,9.304816,0.002803,
2870,13.81286,0.001479,
2871,10.53301,0.004454,
2872,6.23264,0.007388,
2873,9.865139,0.006318,
2874,11.90361,0.00601,
2875,10.68915,0.003082,
2876,7.057873,0.002535,
2877,9.72402,0.000972,
2878,11.12797,0.00347,
2879,6.675315,0.004949,
2880,7.345224,0.0045,
2881,12.74099,0.004704,
2882,10.73112,0.004439,
2883,13.03271,0.003693,
2884,11.49622,0.004549,
2885,12.56863,0.004862,
2886,5.78664,0.004182,
2887,6.400254,0.006057,
2888,12.88709,0.003079,
2889,2.387976,0.018826,
2890,4.39118,0.062094,
2891,0.773486,0.013358,
2892,8.212679,0.003543,
2893,8.120403,0.002564,
2894,2.892994,0.006732,
2895,15.75972,0.003366,
2896,16.06231,0.004115,
2897,12.84043,0.002709,
2898,16.18541,0.003031,
2899,9.75998,0.004181,
2900,14.81025,0.003712,
2901,9.093997,0.004109,
2902,6.784069,0.003962,
2903,11.65427,0.003643,
2904,11.85911,0.006346,
2905,8.355432,0.002151,
2906,9.847762,0.002411,
2907,10.79912,0.002608,
2908,10.92556,0.005516,
2909,9.15898,0.005558,
2910,17.10049,0.006545,
2911,13.20138,0.002927,
2912,10.96104,0.003805,
2913,12.03961,0.004163,
2914,9.915973,0.004586,
2915,6.776634,0.003225,
2916,8.506742,0.005895,
2917,5.791292,0.005144,
2918,6.183258,0.005419,
2919,7.712353,0.004993,
2920,14.6648,0.002975,
2921,8.858377,0.004033,
2922,14.55717,0.005267,
2923,11.55042,0.005412,
2924,12.24772,0.006165,
2925,3.903513,0.023957,
2926,1.058627,0.01442,
2927,11.12896,0.003623,
2928,13.41468,0.004119,
2929,14.31455,0.001517,
2930,7.157894,0.005437,
2931,16.38364,0.004431,
2932,16.0212,0.002894,
2933,5.346706,0.010422,
2934,14.33534,0.00334,
2935,2.235769,0.00633,
2936,10.80095,0.017043,
2937,13.03126,0.002989,
2938,10.36753,0.002685,
2939,15.95504,0.00386,
2940,7.496687,0.003066,
2941,12.78176,0.003,
2942,15.05896,0.006807,
2943,11.27782,0.006538,
2944,4.384772,0.004582,
2945,13.36329,0.004872,
2946,8.081421,0.003464,
2947,14.70124,0.00557,
2948,11.9519,0.002839,
2949,9.677447,0.003812,
2950,9.029744,0.007796,
2951,8.018662,0.006011,
2952,16.83326,0.00463,
2953,29.13186,0.006172,
2954,12.78775,0.00411,
2955,13.12351,0.004023,
2956,7.605211,0.00308,
2957,9.38037,0.006285,
2958,11.96724,0.00588,
2959,17.69926,0.00744,
2960,14.91026,0.005379,
2961,11.17109,0.004266,
2962,7.269963,0.002518,
2963,14.21619,0.004168,
2964,6.813496,0.002597,
2965,16.27824,0.003778,
2966,11.61982,0.006561,
2967,8.337952,0.005533,
2968,11.11055,0.002945,
2969,17.90972,0.004959,
2970,11.11165,0.003751,
2971,17.13158,0.003328,
2972,5.385823,0.005229,
2973,15.18775,0.003129,
2974,15.68557,0.003266,
2975,14.72872,0.003555,
2976,15.66292,0.001937,
2977,12.54226,0.022408,
2978,10.50132,0.003586,
2979,13.17479,0.004206,
2980,11.72405,0.001948,
2981,15.53191,0.004759,
2982,6.397122,0.005294,
2983,9.00226,0.003071,
2984,5.85998,0.007367,
2985,7.424683,0.002905,
2986,3.132596,0.003835,
2987,6.076885,0.00374,
2988,4.458592,0.014828,
2989,14.61624,0.006147,
2990,4.963072,0.005113,
2991,10.96924,0.002928,
2992,11.90235,0.004102,
2993,2.109634,0.0037,
2994,1.514249,0.009245,
2995,13.83486,0.003371,
2996,14.54174,0.004696,
2997,4.380129,0.005834,
2998,13.51832,0.004128,
2999,2.393262,0.021937,
3000,13.47226,0.002941,
3001,12.51646,0.002431,
3002,15.95253,0.003209,
3003,17.09932,0.006385,
3004,11.32199,0.003096,
3005,4.471258,0.003618,
3006,15.70066,0.002902,
3007,7.53345,0.004036,
3008,11.23927,0.002907,
3009,12.12497,0.002734,
3010,16.78775,0.004591,
3011,7.611098,0.014797,
3012,13.08801,0.004913,
3013,15.06079,0.002512,
3014,11.33431,0.003545,
3015,10.79468,0.003951,
3016,9.447518,0.004327,
3017,10.36943,0.003594,
3018,11.56588,0.005966,
3019,13.3542,0.003109,
3020,9.327152,0.007,
3021,14.48717,0.003578,
3022,10.37096,0.00346,
3023,12.78203,0.00262,
3024,10.73671,0.006082,
3025,16.64599,0.00397,
3026,8.627145,0.004851,
3027,4.886234,0.006551,
3028,7.444128,0.003147,
3029,14.04367,0.003059,
3030,3.635735,0.003145,
3031,14.36647,0.004192,
3032,21.75524,0.008057,
3033,5.989035,0.003449,
3034,12.09235,0.001978,
3035,4.273252,0.004925,
3036,8.953742,0.005004,
3037,5.310526,0.002761,
3038,4.304677,0.004057,
3039,8.554996,0.005392,
3040,21.22264,0.014994,
3041,7.47501,0.002431,
3042,10.87669,0.004331,
3043,6.47057,0.002458,
3044,14.708,0.001492,
3045,14.27475,0.003051,
3046,3.788192,0.006829,
3047,7.584217,0.003769,
3048,13.88878,0.003351,
3049,8.261913,0.004782,
3050,14.8099,0.004219,
3051,5.328128,0.005823,
3052,10.10159,0.00336,
3053,8.509672,0.003845,
3054,9.107222,0.002372,
3055,7.473355,0.005333,
3056,11.55823,0.003096,
3057,7.537369,0.004019,
3058,7.421702,0.004004,
3059,5.498654,0.004298,
3060,14.92474,0.004454,
3061,10.10908,0.002841,
3062,11.66793,0.003293,
3063,10.00537,0.003929,
3064,15.98893,0.007734,
3065,9.949211,0.001654,
3066,6.273606,0.004002,
3067,13.73622,0.005496,
3068,12.85372,0.003228,
3069,3.599543,0.002642,
3070,8.579671,0.001788,
3071,8.982224,0.003422,
3072,10.07055,0.004152,
3073,2.416896,0.002471,
3074,4.819411,0.004361,
3075,8.472358,0.005837,
3076,12.18106,0.003252,
3077,0.603156,0.002773,
3078,14.4146,0.004294,
3079,14.42224,0.007976,
3080,11.0135,0.005842,
3081,13.52227,0.011403,
3082,11.52346,0.003468,
3083,15.08574,0.002989,
3084,4.860728,0.004951,
3085,3.268866,0.002481,
3086,8.70087,0.004888,
3087,13.47192,0.005344,
3088,9.88422,0.00476,
3089,8.937969,0.005695,
3090,6.581244,0.004173,
3091,4.865211,0.034089,
3092,5.339893,0.002947,
3093,9.537387,0.003509,
3094,10.6993,0.004001,
3095,10.9654,0.00413,
3096,8.302541,0.002178,
3097,10.26726,0.00553,
3098,10.25221,0.004107,
3099,11.51138,0.003133,
3100,11.54985,0.001716,
3101,9.899433,0.004394,
3102,11.02076,0.003465,
3103,13.24741,0.006059,
3104,12.1569,0.003172,
3105,2.285663,0.03231,
3106,11.86329,0.002901,
3107,6.307059,0.004798,
3108,14.70771,0.018403,
3109,12.6712,0.004505,
3110,9.151792,0.004202,
3111,10.325,0.00425,
3112,10.8725,0.000817,
3113,11.71232,0.00497,
3114,9.148446,0.002051,
3115,11.33535,0.002783,
3116,10.25899,0.005894,
3117,11.23838,0.00204,
3118,8.004549,0.003682,
3119,12.64517,0.003036,
3120,9.929211,0.002902,
3121,12.62564,0.0052,
3122,19.68611,0.008426,
3123,6.087305,0.007574,
3124,12.54692,0.005321,
3125,12.46178,0.004256,
3126,8.663172,0.005556,
3127,14.3136,0.004459,
3128,7.748273,0.004436,
3129,14.4609,0.004284,
3130,9.616762,0.005665,
3131,16.9485,0.003463,
3132,16.18703,0.006167,
3133,2.417067,0.018502,
3134,4.864664,0.004657,
3135,13.43113,0.003008,
3136,13.15122,0.007549,
3137,14.5656,0.006678,
3138,10.81895,0.007457,
3139,13.12927,0.003931,
3140,8.236683,0.004021,
3141,3.361083,0.011741,
3142,21.30762,0.004656,
3143,9.182701,0.003189,
3144,8.99504,0.003735,
3145,8.867354,0.003545,
3146,3.159826,0.00334,
3147,15.29114,0.00223,
3148,13.46715,0.005983,
3149,5.890974,0.003601,
3150,7.790759,0.001345,
3151,11.13319,0.003946,
3152,16.53297,0.004722,
3153,11.09651,0.001056,
3154,2.818213,0.002948,
3155,18.43474,0.003891,
3156,11.26006,0.00242,
3157,13.68057,0.004698,
3158,12.6166,0.003314,
3159,7.328083,0.004949,
3160,9.428432,0.002312,
3161,13.20193,0.004665,
3162,6.000933,0.006603,
3163,14.75727,0.002072,
3164,14.90549,0.002597,
3165,13.81538,0.009745,
3166,6.063201,0.005802,
3167,20.41939,0.005862,
3168,12.05595,0.003861,
3169,6.99442,0.004572,
3170,13.19195,0.003936,
3171,15.74678,0.00571,
3172,12.02418,0.005455,
3173,9.729122,0.002786,
3174,8.314078,0.004089,
3175,8.621833,0.003679,
3176,5.827684,0.002625,
3177,9.57116,0.002773,
3178,12.25256,0.003892,
3179,11.04098,0.003838,
3180,11.91749,0.0026,
3181,12.31027,0.003221,
3182,13.03346,0.002794,
3183,6.105709,0.005058,
3184,8.25964,0.003094,
3185,6.443678,0.011177,
3186,1.651477,0.022298,
3187,9.752732,0.002996,
3188,9.723222,0.001608,
3189,7.176945,0.007052,
3190,10.02112,0.005499,
3191,16.81267,0.006655,
3192,6.49591,0.002898,
3193,12.49394,0.037636,
3194,11.83511,0.009521,
3195,4.095859,0.004789,
3196,6.458168,0.003719,
3197,11.29599,0.003088,
3198,16.95074,0.004285,
3199,6.181901,0.001339,
3200,9.834669,0.003437,
3201,13.97964,0.003101,
3202,13.32155,0.00408,
3203,9.179661,0.002945,
3204,11.6806,0.005144,
3205,11.93828,0.003839,
3206,5.805961,0.005605,
3207,16.02851,0.007206,
3208,10.10787,0.004872,
3209,8.75086,0.00334,
